timestamp,thp_temp,humidity,pressure
2025-05-14T10:49:10.961305,27.58,53.17,1004.14
2025-05-14T10:49:12.945925,27.66,53.51,1004.13
2025-05-14T10:49:12.961728,27.66,53.51,1004.13
2025-05-14T10:49:13.978006,27.66,53.51,1004.13
2025-05-14T10:49:15.958467,27.72,53.18,1004.11
2025-05-14T10:49:15.972436,27.72,53.18,1004.11
2025-05-14T10:49:16.986699,27.72,53.18,1004.11
2025-05-14T10:49:18.973248,27.77,52.77,1004.15
2025-05-14T10:49:19.002754,27.77,52.77,1004.15
2025-05-14T10:49:20.016378,27.77,52.77,1004.15
2025-05-14T10:49:21.983010,27.82,52.3,1004.16
2025-05-14T10:49:22.012555,27.82,52.3,1004.16
2025-05-14T10:49:23.027315,27.82,52.3,1004.16
2025-05-14T10:49:24.996864,27.86,51.86,1004.13
2025-05-14T10:49:25.034446,27.86,51.86,1004.13
2025-05-14T10:49:26.041191,27.86,51.86,1004.13
2025-05-14T10:49:27.993513,27.89,51.46,1004.15
2025-05-14T10:49:28.056339,27.89,51.46,1004.15
2025-05-14T10:49:29.072799,27.89,51.46,1004.15
2025-05-14T10:49:31.023894,27.92,51.17,1004.11
2025-05-14T10:49:31.069968,27.92,51.17,1004.11
2025-05-14T10:49:32.085001,27.92,51.17,1004.11
2025-05-14T10:49:34.020379,27.94,50.85,1004.14
2025-05-14T10:49:34.084301,27.94,50.85,1004.14
2025-05-14T10:49:35.098752,27.94,50.85,1004.14
2025-05-14T10:49:37.051459,27.96,50.57,1004.1
2025-05-14T10:49:37.115297,27.96,50.57,1004.1
2025-05-14T10:49:38.130928,27.96,50.57,1004.1
2025-05-14T10:49:40.048250,27.98,51.35,1004.13
2025-05-14T10:49:40.160830,27.98,51.35,1004.13
2025-05-14T10:49:41.173122,27.98,51.35,1004.13
2025-05-14T10:49:43.059085,27.99,50.76,1004.13
2025-05-14T10:49:43.167289,27.99,50.76,1004.13
2025-05-14T10:49:44.177701,27.99,50.76,1004.13
2025-05-14T10:49:46.050980,28.0,50.4,1004.12
2025-05-14T10:49:46.177512,28.0,50.4,1004.12
2025-05-14T10:49:47.186395,28.0,50.4,1004.12
2025-05-14T10:49:49.070170,28.01,50.11,1004.09
2025-05-14T10:49:49.179417,28.01,50.11,1004.09
2025-05-14T10:49:50.191983,28.01,50.11,1004.09
2025-05-14T10:49:52.076501,28.02,49.81,1004.12
2025-05-14T10:49:52.221787,28.02,49.81,1004.12
2025-05-14T10:49:53.234942,28.02,49.81,1004.12
2025-05-14T10:49:55.075531,28.02,49.31,1004.12
2025-05-14T10:49:55.233313,28.02,49.31,1004.12
2025-05-14T10:49:56.231665,28.02,49.31,1004.12
2025-05-14T10:49:58.067257,28.01,48.78,1004.14
2025-05-14T10:49:58.226446,28.01,48.78,1004.14
2025-05-14T10:49:59.241251,28.01,48.78,1004.14
2025-05-14T10:50:01.091163,28.01,48.91,1004.09
2025-05-14T10:50:01.267814,28.01,48.91,1004.09
2025-05-14T10:50:02.266752,28.01,48.91,1004.09
2025-05-14T10:50:04.072242,28.0,49.23,1004.09
2025-05-14T10:50:04.264248,28.0,49.23,1004.09
2025-05-14T10:50:05.263459,28.0,49.23,1004.09
2025-05-14T10:50:07.083383,27.99,49.22,1004.12
2025-05-14T10:50:07.259396,27.99,49.22,1004.12
2025-05-14T10:50:08.273130,27.99,49.22,1004.12
2025-05-14T10:50:10.095809,27.97,49.18,1004.11
2025-05-14T10:50:10.301712,27.97,49.18,1004.11
2025-05-14T10:50:11.318332,27.97,49.18,1004.11
2025-05-14T10:50:13.103917,27.95,49.01,1004.11
2025-05-14T10:50:13.329716,27.95,49.01,1004.11
2025-05-14T10:50:14.329625,27.95,49.01,1004.11
2025-05-14T10:50:16.101444,27.94,49.15,1004.1
2025-05-14T10:50:16.325814,27.94,49.15,1004.1
2025-05-14T10:50:17.324852,27.94,49.15,1004.1
2025-05-14T10:50:19.111213,27.92,49.17,1004.1
2025-05-14T10:50:19.349781,27.92,49.17,1004.1
2025-05-14T10:50:20.365536,27.92,49.17,1004.1
2025-05-14T10:50:22.114958,27.91,49.05,1004.07
2025-05-14T10:50:22.369561,27.91,49.05,1004.07
2025-05-14T10:50:23.370226,27.91,49.05,1004.07
2025-05-14T10:50:25.112852,27.9,49.12,1004.1
2025-05-14T10:50:25.370017,27.9,49.12,1004.1
2025-05-14T10:50:26.367804,27.9,49.12,1004.1
2025-05-14T10:50:28.125526,27.88,49.08,1004.07
2025-05-14T10:50:28.366245,27.88,49.08,1004.07
2025-05-14T10:50:29.364853,27.88,49.08,1004.07
2025-05-14T10:50:31.120700,27.87,49.11,1004.07
2025-05-14T10:50:31.377554,27.87,49.11,1004.07
2025-05-14T10:50:32.388884,27.87,49.11,1004.07
2025-05-14T10:50:34.131083,27.85,49.1,1004.08
2025-05-14T10:50:34.388764,27.85,49.1,1004.08
2025-05-14T10:50:35.385194,27.85,49.1,1004.08
2025-05-14T10:50:37.139290,27.83,49.09,1004.08
2025-05-14T10:50:37.412969,27.83,49.09,1004.08
2025-05-14T10:50:38.427538,27.83,49.09,1004.08
2025-05-14T10:50:40.130619,27.82,49.12,1004.08
2025-05-14T10:50:40.435807,27.82,49.12,1004.08
2025-05-14T10:50:41.447605,27.82,49.12,1004.08
2025-05-14T10:50:43.142161,27.8,49.05,1004.09
2025-05-14T10:50:43.477566,27.8,49.05,1004.09
2025-05-14T10:50:44.493557,27.8,49.05,1004.09
2025-05-14T10:50:46.123901,27.78,48.98,1004.08
2025-05-14T10:50:46.524769,27.78,48.98,1004.08
2025-05-14T10:50:47.543071,27.78,48.98,1004.08
2025-05-14T10:50:49.125950,27.76,48.98,1004.08
2025-05-14T10:50:49.575808,27.76,48.98,1004.08
2025-05-14T10:50:50.593366,27.76,48.98,1004.08
2025-05-14T10:50:52.123118,27.74,48.8,1004.09
2025-05-14T10:50:52.623835,27.74,48.8,1004.09
2025-05-14T10:50:53.635700,27.74,48.8,1004.09
2025-05-14T10:50:55.136692,27.72,48.32,1004.1
2025-05-14T10:50:55.666876,27.72,48.32,1004.1
2025-05-14T10:50:56.682297,27.72,48.32,1004.1
2025-05-14T10:50:58.136652,27.69,48.19,1004.09
2025-05-14T10:50:58.713737,27.69,48.19,1004.09
2025-05-14T10:50:59.713312,27.69,48.19,1004.09
2025-05-14T10:51:01.159330,27.66,48.17,1004.11
2025-05-14T10:51:01.719888,27.66,48.17,1004.11
2025-05-14T10:51:02.731445,27.66,48.17,1004.11
2025-05-14T10:51:04.151374,27.62,48.41,1004.11
2025-05-14T10:51:04.762271,27.62,48.41,1004.11
2025-05-14T10:51:05.774967,27.62,48.41,1004.11
2025-05-14T10:51:07.170340,27.59,48.2,1004.12
2025-05-14T10:51:07.811522,27.59,48.2,1004.12
2025-05-14T10:51:08.813473,27.59,48.2,1004.12
2025-05-14T10:51:10.182436,27.56,48.15,1004.09
2025-05-14T10:51:10.841029,27.56,48.15,1004.09
2025-05-14T10:51:11.850743,27.56,48.15,1004.09
2025-05-14T10:51:13.209685,27.52,48.38,1004.08
2025-05-14T10:51:13.852701,27.52,48.38,1004.08
2025-05-14T10:51:14.849643,27.52,48.38,1004.08
2025-05-14T10:51:16.189399,27.5,48.46,1004.12
2025-05-14T10:51:16.861426,27.5,48.46,1004.12
2025-05-14T10:51:17.875495,27.5,48.46,1004.12
2025-05-14T10:51:19.194619,27.46,48.48,1004.1
2025-05-14T10:51:19.885946,27.46,48.48,1004.1
2025-05-14T10:51:20.884654,27.46,48.48,1004.1
2025-05-14T10:51:22.205116,27.43,48.67,1004.09
2025-05-14T10:51:22.898188,27.43,48.67,1004.09
2025-05-14T10:51:23.913803,27.43,48.67,1004.09
2025-05-14T10:51:25.190267,27.39,49.3,1004.1
2025-05-14T10:51:25.913382,27.39,49.3,1004.1
2025-05-14T10:51:26.928318,27.39,49.3,1004.1
2025-05-14T10:51:28.189563,27.36,49.48,1004.08
2025-05-14T10:51:28.960255,27.36,49.48,1004.08
2025-05-14T10:51:29.959891,27.36,49.48,1004.08
2025-05-14T10:51:31.201594,27.33,49.09,1004.09
2025-05-14T10:51:31.989474,27.33,49.09,1004.09
2025-05-14T10:51:33.003280,27.33,49.09,1004.09
2025-05-14T10:51:34.194301,27.29,49.06,1004.07
2025-05-14T10:51:35.032825,27.29,49.06,1004.07
2025-05-14T10:51:36.043322,27.29,49.06,1004.07
2025-05-14T10:51:37.202462,27.26,49.04,1004.06
2025-05-14T10:51:38.055829,27.26,49.04,1004.06
2025-05-14T10:51:39.068135,27.26,49.04,1004.06
2025-05-14T10:51:40.182318,27.23,49.11,1004.08
2025-05-14T10:51:41.082074,27.23,49.11,1004.08
2025-05-14T10:51:42.098519,27.23,49.11,1004.08
2025-05-14T10:51:43.195438,27.2,49.17,1004.06
2025-05-14T10:51:44.126422,27.2,49.17,1004.06
2025-05-14T10:51:45.127359,27.2,49.17,1004.06
2025-05-14T10:51:46.191005,27.17,49.19,1004.07
2025-05-14T10:51:47.136556,27.17,49.19,1004.07
2025-05-14T10:51:48.153554,27.17,49.19,1004.07
2025-05-14T10:51:49.217984,27.15,49.32,1004.12
2025-05-14T10:51:50.168960,27.15,49.32,1004.12
2025-05-14T10:51:52.200204,27.11,49.01,1004.11
2025-05-14T10:51:53.198328,27.11,49.01,1004.11
2025-05-14T10:51:55.229971,27.08,48.95,1004.14
2025-05-14T10:51:56.227733,27.08,48.95,1004.14
2025-05-14T10:51:58.228567,27.05,49.12,1004.13
2025-05-14T10:51:58.267851,27.05,49.12,1004.13
2025-05-14T10:51:59.255052,27.05,49.12,1004.13
2025-05-14T10:52:01.253851,27.03,49.29,1004.16
2025-05-14T10:52:01.280046,27.03,49.29,1004.16
2025-05-14T10:52:02.267321,27.03,49.29,1004.16
2025-05-14T10:52:04.253105,27.0,49.39,1004.14
2025-05-14T10:52:04.283132,27.0,49.39,1004.14
2025-05-14T10:52:05.265432,27.0,49.39,1004.14
2025-05-14T10:52:07.266909,26.97,49.46,1004.13
2025-05-14T10:52:07.297203,26.97,49.46,1004.13
2025-05-14T10:52:08.296746,26.97,49.46,1004.13
2025-05-14T10:52:10.288559,26.94,49.55,1004.13
2025-05-14T10:52:10.304334,26.94,49.55,1004.13
2025-05-14T10:52:11.309832,26.94,49.55,1004.13
2025-05-14T10:52:13.306278,26.9,49.64,1004.12
2025-05-14T10:52:13.327247,26.9,49.64,1004.12
2025-05-14T10:52:14.324381,26.9,49.64,1004.12
2025-05-14T10:52:16.310635,26.88,49.74,1004.14
2025-05-14T10:52:16.342621,26.88,49.74,1004.14
2025-05-14T10:52:17.326374,26.88,49.74,1004.14
2025-05-14T10:52:19.322926,26.86,49.83,1004.13
2025-05-14T10:52:20.333462,26.86,49.83,1004.13
2025-05-14T10:52:22.327555,26.84,49.89,1004.15
2025-05-14T10:52:22.367392,26.84,49.89,1004.15
2025-05-14T10:52:23.352858,26.84,49.89,1004.15
2025-05-14T10:52:25.353849,26.82,49.96,1004.14
2025-05-14T10:52:25.373418,26.82,49.96,1004.14
2025-05-14T10:52:26.379446,26.82,49.96,1004.14
2025-05-14T10:52:28.364007,26.79,50.01,1004.12
2025-05-14T10:52:28.395783,26.79,50.01,1004.12
2025-05-14T10:52:29.408067,26.79,50.01,1004.12
2025-05-14T10:52:31.359524,26.77,50.08,1004.14
2025-05-14T10:52:31.407247,26.77,50.08,1004.14
2025-05-14T10:52:32.405077,26.77,50.08,1004.14
2025-05-14T10:52:34.355167,26.75,50.18,1004.12
2025-05-14T10:52:34.403040,26.75,50.18,1004.12
2025-05-14T10:52:35.402461,26.75,50.18,1004.12
2025-05-14T10:52:37.354293,26.72,50.21,1004.11
2025-05-14T10:52:37.399827,26.72,50.21,1004.11
2025-05-14T10:52:38.413203,26.72,50.21,1004.11
2025-05-14T10:52:40.356637,26.71,50.23,1004.14
2025-05-14T10:52:40.434750,26.71,50.23,1004.14
2025-05-14T10:52:41.430698,26.71,50.23,1004.14
2025-05-14T10:52:43.340136,26.69,50.27,1004.14
2025-05-14T10:52:43.436115,26.69,50.27,1004.14
2025-05-14T10:52:44.432413,26.69,50.27,1004.14
2025-05-14T10:52:46.353609,26.67,50.34,1004.13
2025-05-14T10:52:46.431056,26.67,50.34,1004.13
2025-05-14T10:52:47.441294,26.67,50.34,1004.13
2025-05-14T10:52:49.349295,26.65,50.43,1004.13
2025-05-14T10:52:49.444719,26.65,50.43,1004.13
2025-05-14T10:52:50.446187,26.65,50.43,1004.13
2025-05-14T10:52:52.366994,26.64,50.31,1004.15
2025-05-14T10:52:52.445897,26.64,50.31,1004.15
2025-05-14T10:52:53.448132,26.64,50.31,1004.15
2025-05-14T10:52:55.385504,26.62,50.07,1004.13
2025-05-14T10:52:55.446854,26.62,50.07,1004.13
2025-05-14T10:52:56.447790,26.62,50.07,1004.13
2025-05-14T10:52:58.371967,26.6,50.04,1004.09
2025-05-14T10:52:58.451963,26.6,50.04,1004.09
2025-05-14T10:52:59.452251,26.6,50.04,1004.09
2025-05-14T10:53:01.387462,26.58,50.06,1004.11
2025-05-14T10:53:01.450277,26.58,50.06,1004.11
2025-05-14T10:53:02.449381,26.58,50.06,1004.11
2025-05-14T10:53:04.369041,26.56,50.19,1004.09
2025-05-14T10:53:04.448568,26.56,50.19,1004.09
2025-05-14T10:53:05.450544,26.56,50.19,1004.09
2025-05-14T10:53:07.371632,26.53,50.26,1004.11
2025-05-14T10:53:07.449894,26.53,50.26,1004.11
2025-05-14T10:53:08.455344,26.53,50.26,1004.11
2025-05-14T10:53:10.400373,26.52,50.44,1004.13
2025-05-14T10:53:10.447729,26.52,50.44,1004.13
2025-05-14T10:53:11.460475,26.52,50.44,1004.13
2025-05-14T10:53:13.409333,26.49,50.51,1004.07
2025-05-14T10:53:13.486658,26.49,50.51,1004.07
2025-05-14T10:53:14.483533,26.49,50.51,1004.07
2025-05-14T10:53:16.397905,26.48,50.55,1004.1
2025-05-14T10:53:16.478148,26.48,50.55,1004.1
2025-05-14T10:53:17.491218,26.48,50.55,1004.1
2025-05-14T10:53:19.408554,26.46,50.64,1004.1
2025-05-14T10:53:19.502789,26.46,50.64,1004.1
2025-05-14T10:53:20.517778,26.46,50.64,1004.1
2025-05-14T10:53:22.414506,26.43,50.75,1004.1
2025-05-14T10:53:22.510285,26.43,50.75,1004.1
2025-05-14T10:53:23.505959,26.43,50.75,1004.1
2025-05-14T10:53:25.424414,26.42,50.8,1004.12
2025-05-14T10:53:25.518942,26.42,50.8,1004.12
2025-05-14T10:53:26.520203,26.42,50.8,1004.12
2025-05-14T10:53:28.422837,26.4,50.84,1004.12
2025-05-14T10:53:28.535138,26.4,50.84,1004.12
2025-05-14T10:53:29.547167,26.4,50.84,1004.12
2025-05-14T10:53:31.447811,26.38,50.87,1004.11
2025-05-14T10:53:31.543470,26.38,50.87,1004.11
2025-05-14T10:53:32.557621,26.38,50.87,1004.11
2025-05-14T10:53:34.444280,26.36,50.9,1004.08
2025-05-14T10:53:34.554455,26.36,50.9,1004.08
2025-05-14T10:53:35.567387,26.36,50.9,1004.08
2025-05-14T10:53:37.468387,26.35,50.93,1004.1
2025-05-14T10:53:37.595695,26.35,50.93,1004.1
2025-05-14T10:53:38.609808,26.35,50.93,1004.1
2025-05-14T10:53:40.478538,26.33,50.96,1004.09
2025-05-14T10:53:40.605357,26.33,50.96,1004.09
2025-05-14T10:53:41.619775,26.33,50.96,1004.09
2025-05-14T10:53:43.477409,26.31,51.32,1004.1
2025-05-14T10:53:43.618385,26.31,51.32,1004.1
2025-05-14T10:53:44.632486,26.31,51.32,1004.1
2025-05-14T10:53:46.498768,26.3,51.21,1004.1
2025-05-14T10:53:46.659511,26.3,51.21,1004.1
2025-05-14T10:53:47.675296,26.3,51.21,1004.1
2025-05-14T10:53:49.484804,26.29,51.17,1004.12
2025-05-14T10:53:49.707834,26.29,51.17,1004.12
2025-05-14T10:53:50.722167,26.29,51.17,1004.12
2025-05-14T10:53:52.495774,26.28,51.34,1004.1
2025-05-14T10:53:52.749979,26.28,51.34,1004.1
2025-05-14T10:53:53.761695,26.28,51.34,1004.1
2025-05-14T10:53:55.497162,26.26,51.32,1004.1
2025-05-14T10:53:55.786530,26.26,51.32,1004.1
2025-05-14T10:53:56.799086,26.26,51.32,1004.1
2025-05-14T10:53:58.501336,26.25,51.82,1004.12
2025-05-14T10:53:58.783867,26.25,51.82,1004.12
2025-05-14T10:53:59.804557,26.25,51.82,1004.12
2025-05-14T10:54:01.510566,26.24,51.21,1004.13
2025-05-14T10:54:01.831668,26.24,51.21,1004.13
2025-05-14T10:54:02.853775,26.24,51.21,1004.13
2025-05-14T10:54:04.496358,26.22,51.24,1004.12
2025-05-14T10:54:04.851034,26.22,51.24,1004.12
2025-05-14T10:54:05.853506,26.22,51.24,1004.12
2025-05-14T10:54:07.519281,26.21,51.54,1004.1
2025-05-14T10:54:07.866438,26.21,51.54,1004.1
2025-05-14T10:54:08.862107,26.21,51.54,1004.1
2025-05-14T10:54:10.510063,26.19,51.98,1004.11
2025-05-14T10:54:10.895910,26.19,51.98,1004.11
2025-05-14T10:54:11.909713,26.19,51.98,1004.11
2025-05-14T10:54:13.506785,26.18,51.42,1004.09
2025-05-14T10:54:13.939069,26.18,51.42,1004.09
2025-05-14T10:54:14.952357,26.18,51.42,1004.09
2025-05-14T10:54:16.546658,26.16,51.19,1004.1
2025-05-14T10:54:16.964832,26.16,51.19,1004.1
2025-05-14T10:54:17.980247,26.16,51.19,1004.1
2025-05-14T10:54:19.540021,26.14,51.19,1004.12
2025-05-14T10:54:20.006117,26.14,51.19,1004.12
2025-05-14T10:54:21.015770,26.14,51.19,1004.12
2025-05-14T10:54:22.538951,26.12,51.64,1004.11
2025-05-14T10:54:23.021104,26.12,51.64,1004.11
2025-05-14T10:54:24.018624,26.12,51.64,1004.11
2025-05-14T10:54:25.552079,26.12,56.42,1004.1
2025-05-14T10:54:26.030623,26.12,56.42,1004.1
2025-05-14T10:54:27.043247,26.12,56.42,1004.1
2025-05-14T10:54:28.542125,26.17,64.35,981.13
2025-05-14T10:54:29.071884,26.17,64.35,981.13
2025-05-14T10:54:30.088243,26.17,64.35,981.13
2025-05-14T10:54:31.572827,26.25,65.86,1004.12
2025-05-14T10:54:32.117611,26.25,65.86,1004.12
2025-05-14T10:54:33.131582,26.25,65.86,1004.12
2025-05-14T10:54:34.583056,26.4,68.47,997.35
2025-05-14T10:54:35.160566,26.4,68.47,997.35
2025-05-14T10:54:36.172765,26.4,68.47,997.35
2025-05-14T10:54:37.609011,26.53,70.1,993.92
2025-05-14T10:54:38.187875,26.53,70.1,993.92
2025-05-14T10:54:39.199855,26.53,70.1,993.92
2025-05-14T10:54:40.601047,26.69,71.22,1005.49
2025-05-14T10:54:41.213590,26.69,71.22,1005.49
2025-05-14T10:54:42.228778,26.69,71.22,1005.49
2025-05-14T10:54:43.616373,26.89,73.84,982.45
2025-05-14T10:54:44.227217,26.89,73.84,982.45
2025-05-14T10:54:45.226778,26.89,73.84,982.45
2025-05-14T10:54:46.612793,27.09,77.3,986.11
2025-05-14T10:54:47.224729,27.09,77.3,986.11
2025-05-14T10:54:48.240028,27.09,77.3,986.11
2025-05-14T10:54:49.622893,27.28,76.54,1004.12
2025-05-14T10:54:50.282373,27.28,76.54,1004.12
2025-05-14T10:54:51.296884,27.28,76.54,1004.12
2025-05-14T10:54:52.622819,27.49,76.81,1004.14
2025-05-14T10:54:53.294334,27.49,76.81,1004.14
2025-05-14T10:54:54.307094,27.49,76.81,1004.14
2025-05-14T10:54:55.630916,27.65,67.13,1004.12
2025-05-14T10:54:56.337277,27.65,67.13,1004.12
2025-05-14T10:54:57.353711,27.65,67.13,1004.12
2025-05-14T10:54:58.628718,27.8,60.11,1004.14
2025-05-14T10:54:59.383618,27.8,60.11,1004.14
2025-05-14T10:55:00.398920,27.8,60.11,1004.14
2025-05-14T10:55:01.620841,27.94,56.43,1004.11
2025-05-14T10:55:02.409445,27.94,56.43,1004.11
2025-05-14T10:55:03.426862,27.94,56.43,1004.11
2025-05-14T10:55:04.618217,28.06,54.25,1004.12
2025-05-14T10:55:05.471096,28.06,54.25,1004.12
2025-05-14T10:55:06.471807,28.06,54.25,1004.12
2025-05-14T10:55:07.602772,28.17,53.67,1004.09
2025-05-14T10:55:08.480439,28.17,53.67,1004.09
2025-05-14T10:55:09.478915,28.17,53.67,1004.09
2025-05-14T10:55:10.610381,28.26,52.43,1004.12
2025-05-14T10:55:11.510557,28.26,52.43,1004.12
2025-05-14T10:55:12.510878,28.26,52.43,1004.12
2025-05-14T10:55:13.625126,28.34,51.38,1004.08
2025-05-14T10:55:14.540953,28.34,51.38,1004.08
2025-05-14T10:55:15.559528,28.34,51.38,1004.08
2025-05-14T10:55:16.621295,28.41,51.58,1004.09
2025-05-14T10:55:17.588493,28.41,51.58,1004.09
2025-05-14T10:55:19.630038,28.46,50.63,1004.1
2025-05-14T10:55:20.621654,28.46,50.63,1004.1
2025-05-14T10:55:22.652679,28.51,50.02,1004.09
2025-05-14T10:55:23.650832,28.51,50.02,1004.09
2025-05-14T10:55:25.669293,28.55,49.81,1004.11
2025-05-14T10:55:26.679936,28.55,49.81,1004.11
2025-05-14T10:55:28.678598,28.58,49.52,1004.13
2025-05-14T10:55:28.692371,28.58,49.52,1004.13
2025-05-14T10:55:29.712267,28.58,49.52,1004.13
2025-05-14T10:55:31.679951,28.61,49.55,1004.11
2025-05-14T10:55:31.710498,28.61,49.55,1004.11
2025-05-14T10:55:32.722154,28.61,49.55,1004.11
2025-05-14T10:55:34.704128,28.63,49.21,1004.1
2025-05-14T10:55:34.764758,28.63,49.21,1004.1
2025-05-14T10:55:35.779371,28.63,49.21,1004.1
2025-05-14T10:55:37.715905,28.64,49.21,1004.1
2025-05-14T10:55:37.778015,28.64,49.21,1004.1
2025-05-14T10:55:38.794761,28.64,49.21,1004.1
2025-05-14T10:55:40.711958,28.65,48.96,1004.1
2025-05-14T10:55:40.791431,28.65,48.96,1004.1
2025-05-14T10:55:41.805963,28.65,48.96,1004.1
2025-05-14T10:55:43.742300,28.66,48.93,1004.09
2025-05-14T10:55:43.804717,28.66,48.93,1004.09
2025-05-14T10:55:44.821505,28.66,48.93,1004.09
2025-05-14T10:55:46.740380,28.66,48.82,1004.12
2025-05-14T10:55:46.819256,28.66,48.82,1004.12
2025-05-14T10:55:47.818414,28.66,48.82,1004.12
2025-05-14T10:55:49.769198,28.66,48.71,1004.12
2025-05-14T10:55:49.814958,28.66,48.71,1004.12
2025-05-14T10:55:50.837113,28.66,48.71,1004.12
2025-05-14T10:55:52.784783,28.66,48.53,1004.11
2025-05-14T10:55:52.849753,28.66,48.53,1004.11
2025-05-14T10:55:53.863695,28.66,48.53,1004.11
2025-05-14T10:55:55.782589,28.66,48.38,1004.1
2025-05-14T10:55:55.893312,28.66,48.38,1004.1
2025-05-14T10:55:56.909176,28.66,48.38,1004.1
2025-05-14T10:55:58.772704,28.65,48.12,1004.11
2025-05-14T10:55:58.902353,28.65,48.12,1004.11
2025-05-14T10:55:59.919673,28.65,48.12,1004.11
2025-05-14T10:56:01.790701,28.63,47.48,1004.12
2025-05-14T10:56:01.917242,28.63,47.48,1004.12
2025-05-14T10:56:02.934584,28.63,47.48,1004.12
2025-05-14T10:56:04.797763,28.64,53.53,1003.65
2025-05-14T10:56:04.937908,28.64,53.53,1003.65
2025-05-14T10:56:05.947332,28.64,53.53,1003.65
2025-05-14T10:56:07.817540,28.66,54.76,1004.12
2025-05-14T10:56:07.974136,28.66,54.76,1004.12
2025-05-14T10:56:08.990986,28.66,54.76,1004.12
2025-05-14T10:56:10.811188,28.69,50.83,999.47
2025-05-14T10:56:11.018998,28.69,50.83,999.47
2025-05-14T10:56:12.033975,28.69,50.83,999.47
2025-05-14T10:56:13.794381,28.75,56.09,1003.49
2025-05-14T10:56:14.066387,28.75,56.09,1003.49
2025-05-14T10:56:15.084659,28.75,56.09,1003.49
2025-05-14T10:56:16.793544,28.83,57.82,1002.95
2025-05-14T10:56:17.115465,28.83,57.82,1002.95
2025-05-14T10:56:18.130528,28.83,57.82,1002.95
2025-05-14T10:56:19.802191,28.92,53.15,1004.14
2025-05-14T10:56:20.153920,28.92,53.15,1004.14
2025-05-14T10:56:21.168632,28.92,53.15,1004.14
